name,description,PCS/SET/DOZ,PRICE PER,,PRICE,PRICE ,UNIT,,,price,,,isHidden,shopId,categoryId
Max Mug- 1500,( 1 * 10 doz ),10,"  58,475 ","  10,525 ","  69,000 ","  6,900 ",DOZ,  0.15 ,"  10,350 ","79,350.00","  10,350 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Meldy Jug + 4 Glasses,( 1 * 36 pcs ),36,"  91,525 ","  16,475 ","  108,000 ","  3,000 ",PC,  0.15 ,"  16,200 ","124,200.00","  16,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Meldy Jug ,( 1 * 36 pcs ),36,"  48,814 ","  8,786 ","  57,600 ","  1,600 ",PC,  0.15 ,"  8,640 ","66,240.00","  8,640 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Arctic Flask 1.2 Ltr,( 1 * 12pcs ),12,"  66,102 ","  11,898 ","  78,000 ","  6,500 ",PC,  0.15 ,"  11,700 ","89,700.00","  11,700 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Arctic Flask 2.2 Ltr,( 1 * 8pcs ),8,"  61,017 ","  10,983 ","  72,000 ","  9,000 ",PC,  0.15 ,"  10,800 ","82,800.00","  10,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Captain Liquid 1 Ltrs,( 1 * 12 pcs ),12,"  101,695 ","  18,305 ","  120,000 ","  10,000 ",PC,  0.15 ,"  18,000 ","138,000.00","  18,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
CHAMPION FLASK CH012-D 0.12L,( 1 X 36 PCS ),36,"  91,525 ","  16,475 "," 108,000 "," 3,000 ",PC,  0.15 ,"  16,200 ","124,200.00","  16,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Dynamic Flask 0.7 Litre,( 1 * 12 pcs ),12,"  122,034 ","  21,966 ","  144,000 ","  12,000 ",PC,  0.15 ,"  21,600 ","165,600.00","  21,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Dynamic Flask 1.0 Litre,( 1 * 12 pcs ),12,"  142,373 ","  25,627 ","  168,000 ","  14,000 ",PC,  0.15 ,"  25,200 ","193,200.00","  25,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Episode Vacuum Flask 0.5,( 1 * 16 pcs ),16,"  67,797 ","  12,203 ","  80,000 ","  5,000 ",PC,  0.15 ,"  12,000 ","92,000.00","  12,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Episode Vacuum Flask 1.0,( 1 * 15 pcs ),15,"  99,153 ","  17,847 ","  117,000 ","  7,800 ",PC,  0.15 ,"  17,550 ","134,550.00","  17,550 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Episode Vacuum Flask 1.8,( 1 * 12 pcs ),12,"  91,525 ","  16,475 ","  108,000 ","  9,000 ",PC,  0.15 ,"  16,200 ","124,200.00","  16,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Episode Vacuum Flask 3.2,( 1 * 8 pcs ),8,"  94,915 ","  17,085 ","  112,000 ","  14,000 ",PC,  0.15 ,"  16,800 ","128,800.00","  16,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Highness Coffee Pot 0.8 Ltrs,( 1 * 12 pcs ),12,"  86,441 ","  15,559 ","  102,000 ","  8,500 ",PC,  0.15 ,"  15,300 ","117,300.00","  15,300 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
S.S.VACUUM FLASK BES 0.35L,( 1 X 50 PCS ),50,"  211,864 ","  38,136 "," 250,000 "," 5,000 ",PC,  0.15 ,"  37,500 ","287,500.00","  37,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
S.S.VACUUM FLASK BES 0.50L,( 1 X 50 PCS ),50,"  254,237 ","  45,763 "," 300,000 "," 6,000 ",PC,  0.15 ,"  45,000 ","345,000.00","  45,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
S.S.VACUUM FLASK BES 0.75L,( 1 X 30 PCS ),30,"  190,678 ","  34,322 "," 225,000 "," 7,500 ",PC,  0.15 ,"  33,750 ","258,750.00","  33,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
S.S.VACUUM FLASK BES-522 0.35L,( 1 X 50 PCS ),50,"  190,678 ","  34,322 "," 225,000 "," 4,500 ",PC,  0.15 ,"  33,750 ","258,750.00","  33,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
S.S.VACUUM FLASK BES-5230.50L,( 1 X 50 PCS ),50,"  254,237 ","  45,763 "," 300,000 "," 6,000 ",PC,  0.15 ,"  45,000 ","345,000.00","  45,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
S.S.VACUUM FLASK BES-525 0.75L,( 1 X 30 PCS ),30,"  190,678 ","  34,322 "," 225,000 "," 7,500 ",PC,  0.15 ,"  33,750 ","258,750.00","  33,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
TL 1.0 Litre (Twilight Flask),( 1 * 12 pcs ),12,"  76,271 ","  13,729 ","  90,000 ","  7,500 ",PC,  0.15 ,"  13,500 ","103,500.00","  13,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Travellers steel flask 1.0Ltrs ,( 1 x 20pcs ),20,"  220,339 ","  39,661 "," 260,000 "," 13,000 ",PC,  0.15 ,"  39,000 ","299,000.00","  39,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
DINNER SET 58PC OPAL,( 1 x 1 set ),1,"  72,034 ","  12,966 ","  85,000 ","  85,000 ",SET,  0.15 ,"  12,750 ","97,750.00","  12,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
OPALWARE BOWL 3PC SET,( 1 x 4 set ),4,"  101,695 ","  18,305 ","  120,000 ","  30,000 ",SET,  0.15 ,"  18,000 ","138,000.00","  18,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 20CM ,( 1x500 pcs ),500,"  317,797 ","  57,203 ","  375,000 ",  750 ,PC,  0.15 ,"  56,250 ","431,250.00","  56,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 22CM ,( 1x500 pcs ),500,"  360,169 ","  64,831 ","  425,000 ",  850 ,PC,  0.15 ,"  63,750 ","488,750.00","  63,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 24CM ,( 1x400 pcs ),400,"  271,186 ","  48,814 ","  320,000 ",  800 ,PC,  0.15 ,"  48,000 ","368,000.00","  48,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 26CM ,( 1x360 pcs ),360,"  274,576 ","  49,424 ","  324,000 ",  900 ,PC,  0.15 ,"  48,600 ","372,600.00","  48,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 28CM ,( 1x300 pcs ),300,"  325,424 ","  58,576 ","  384,000 ","  1,280 ",PC,  0.15 ,"  57,600 ","441,600.00","  57,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 30CM ,( 1x200 pcs ),200,"  254,237 ","  45,763 ","  300,000 ","  1,500 ",PC,  0.15 ,"  45,000 ","345,000.00","  45,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 35CM ,( 1x120 pcs ),120,"  203,390 ","  36,610 ","  240,000 ","  2,000 ",PC,  0.15 ,"  36,000 ","276,000.00","  36,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 40CM ,( 1x100 pcs ),100,"  228,814 ","  41,186 ","  270,000 ","  2,700 ",PC,  0.15 ,"  40,500 ","310,500.00","  40,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 45CM ,( 1x80 pcs ),80,"  250,847 ","  45,153 ","  296,000 ","  3,700 ",PC,  0.15 ,"  44,400 ","340,400.00","  44,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
STAINLESS STEEL TRAY 50CM ,( 1x60 pcs ),60,"  213,559 ","  38,441 ","  252,000 ","  4,200 ",PC,  0.15 ,"  37,800 ","289,800.00","  37,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
P.E FLASK 1.0 LITRE,( 1x12 pcs ),12,"  106,780 ","  19,220 ","  126,000 ","  10,500 ",PC,  0.15 ,"  18,900 ","144,900.00","  18,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
P.E FLASK 1.8 LITRE,( 1x12 pcs ),12,"  122,034 ","  21,966 ","  144,000 ","  12,000 ",PC,  0.15 ,"  21,600 ","165,600.00","  21,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
VACCUM FLASK PA 100 (1.0 LTR),( 1 x 12PCS ),12,"  106,780 ","  19,220 ","  126,000 ","  10,500 ",PC,  0.15 ,"  18,900 ","144,900.00","  18,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
VACCUM FLASK PA 180 (1.8 LTR),( 1 x 12PCS ),12,"  132,203 ","  23,797 ","  156,000 ","  13,000 ",PC,  0.15 ,"  23,400 ","179,400.00","  23,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
VACCUM FLASK SH 100 (1.0 LTR),( 1 x 12PCS ),12,"  89,492 ","  16,108 ","  105,600 ","  8,800 ",PC,  0.15 ,"  15,840 ","121,440.00","  15,840 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
VACCUM FLASK SH 180 (1.8 LTR),( 1 x 12PCS ),12,"  106,780 ","  19,220 ","  126,000 ","  10,500 ",PC,  0.15 ,"  18,900 ","144,900.00","  18,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
VACCUM FLASK BM 100 (1.0 LTR),( 1 x 24PCS ),24,"  172,881 ","  31,119 ","  204,000 ","  8,500 ",PC,  0.15 ,"  30,600 ","234,600.00","  30,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
VACCUM FLASK BM 180 (1.8 LTR),( 1 x 12PCS ),12,"  101,695 ","  18,305 ","  120,000 ","  10,000 ",PC,  0.15 ,"  18,000 ","138,000.00","  18,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
VACCUM FLASK MC 100 (1.0 LTR),( 1 x 12PCS ),12,"  86,441 ","  15,559 ","  102,000 ","  8,500 ",PC,  0.15 ,"  15,300 ","117,300.00","  15,300 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
VACCUM FLASK MC 180 (1.8 LTR),( 1 x 12PCS ),12,"  101,695 ","  18,305 ","  120,000 ","  10,000 ",PC,  0.15 ,"  18,000 ","138,000.00","  18,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
VS 1.8Ltr Flask,( 1 x 12PCS ),12,"  137,288 ","  24,712 ","  162,000 ","  13,500 ",PC,  0.15 ,"  24,300 ","186,300.00","  24,300 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chick Feeder,( 1 * 72 pcs ),72,"  94,576 ","  17,024 ","  111,600 ","  1,550 ",PC,  0.15 ,"  16,740 ","128,340.00","  16,740 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chick Feeder Tray,( 1 * 36 pcs ),36,"  80,847 ","  14,553 ","  95,400 ","  2,650 ",PC,  0.15 ,"  14,310 ","109,710.00","  14,310 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chicken Drinker - Big,( 1 * 24 pcs ),24,"  134,237 ","  24,163 ","  158,400 ","  6,600 ",PC,  0.15 ,"  23,760 ","182,160.00","  23,760 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chicken Drinker - Big ( New ),( 1 * 12 pcs ),12,"  67,119 ","  12,081 ","  79,200 ","  6,600 ",PC,  0.15 ,"  11,880 ","91,080.00","  11,880 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chicken drinker - Small,( 1 * 40 pcs ),40,"  101,695 ","  18,305 ","  120,000 ","  3,000 ",PC,  0.15 ,"  18,000 ","138,000.00","  18,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chicken drinker - Small (New),( 1 * 24 pcs ),24,"  89,492 ","  16,108 ","  105,600 ","  4,400 ",PC,  0.15 ,"  15,840 ","121,440.00","  15,840 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chicken Feeder,( 1 * 12 pcs ),12,"  68,644 ","  12,356 ","  81,000 ","  6,750 ",PC,  0.15 ,"  12,150 ","93,150.00","  12,150 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chicken Feeder Big,( 1 * 36 pcs ),36,"  167,797 ","  30,203 ","  198,000 ","  5,500 ",PC,  0.15 ,"  29,700 ","227,700.00","  29,700 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chicken Feeder Small,( 1 * 48 pcs ),48,"  124,068 ","  22,332 ","  146,400 ","  3,050 ",PC,  0.15 ,"  21,960 ","168,360.00","  21,960 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Egg Tray,( 1 * 50 pcs ),50,"  46,610 ","  8,390 ","  55,000 ","  1,100 ",PC,  0.15 ,"  8,250 ","63,250.00","  8,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Egg Box -10,( 1 * 32 pcs ),32,"  36,610 ","  6,590 ","  43,200 ","  1,350 ",PC,  0.15 ,"  6,480 ","49,680.00","  6,480 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
BALAJI TRIO DC PEN,(1*2000pcs),2000,"  127,119 ","  22,881 ","  150,000 ",  75 ,PC,  0.15 ,"  22,500 ","172,500.00","  22,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
BALAJI PAPER GLIDE,(1 * 1200 pcs),1200,"  152,542 ","  27,458 ","  180,000 ",  150 ,PC,  0.15 ,"  27,000 ","207,000.00","  27,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
BALAJI FINE POINT,(1 * 1200 pcs),1200,"  101,695 ","  18,305 ","  120,000 ",  100 ,PC,  0.15 ,"  18,000 ","138,000.00","  18,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby potty,( 1 * 40 pcs ),40,"  66,441 ","  11,959 ","  78,400 ","  1,960 ",PC,  0.15 ,"  11,760 ","90,160.00","  11,760 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Beauty Box,(1 * 15 sets),15,"  263,136 ","  47,364 ","  310,500 ","  20,700 ",SET,  0.15 ,"  46,575 ","357,075.00","  46,575 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bottle stand,( 1 * 24 pcs ),24,"  64,068 ","  11,532 ","  75,600 ","  3,150 ",PC,  0.15 ,"  11,340 ","86,940.00","  11,340 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bread Crate Close,( 1 * 1 pc ),1,"  13,432 ","  2,418 ","  15,850 ","  15,850 ",PC,  0.15 ,"  2,378 ","18,227.50","  2,378 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bread Crate Open,( 1 * 1 pc ),1,"  11,186 ","  2,014 ","  13,200 ","  13,200 ",PC,  0.15 ,"  1,980 ","15,180.00","  1,980 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Broom ( fagio ),( 1 * 24 pcs ),24,"  50,847 ","  9,153 ","  60,000 ","  2,500 ",PC,  0.15 ,"  9,000 ","69,000.00","  9,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Car Potty,( 1 * 18 pcs ),18,"  51,102 ","  9,198 ","  60,300 ","  3,350 ",PC,  0.15 ,"  9,045 ","69,345.00","  9,045 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
CD Rack ,(1 * 12 sets),12,"  27,458 ","  4,942 ","  32,400 ","  2,700 ",SET,  0.15 ,"  4,860 ","37,260.00","  4,860 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Amaze 2 Lunch Carrier,( 1 x 48sets ),48,"  406,780 ","  73,220 ","  480,000 "," 10,000 ",SET,  0.15 ,"  72,000 ","552,000.00","  72,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Amaze 3 Lunch Carrier ,( 1 x 40sets ),40,"  440,678 ","  79,322 ","  520,000 "," 13,000 ",SET,  0.15 ,"  78,000 ","598,000.00","  78,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Carbon 2 Lunch Carrier,( 1 x 36pcs ),36,"  457,627 ","  82,373 ","  540,000 "," 15,000 ",PC,  0.15 ,"  81,000 ","621,000.00","  81,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Carbon 3 Lunch Carrier,( 1 x 24pcs ),24,"  366,102 ","  65,898 ","  432,000 "," 18,000 ",PC,  0.15 ,"  64,800 ","496,800.00","  64,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Carbon 4 Lunch Carrier,( 1 x 24pcs ),24,"  467,797 ","  84,203 ","  552,000 "," 23,000 ",PC,  0.15 ,"  82,800 ","634,800.00","  82,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Cosmos IV Lunch Carrier,( 1 x 24pcs ),24,"  508,475 ","  91,525 ","  600,000 "," 25,000 ",PC,  0.15 ,"  90,000 ","690,000.00","  90,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Cosmos V Lunch Carrier,( 1 x 24pcs ),24,"  610,169 ","  109,831 ","  720,000 "," 30,000 ",PC,  0.15 ,"  108,000 ","828,000.00","  108,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Designer III Lunch Carrier,( 1 x 55pcs ),55,"  699,153 ","  125,847 ","  825,000 "," 15,000 ",PC,  0.15 ,"  123,750 ","948,750.00","  123,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Designer IV Lunch Carrier,( 1 x 46pcs ),46,"  701,695 ","  126,305 ","  828,000 "," 18,000 ",PC,  0.15 ,"  124,200 ","952,200.00","  124,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Executive 3 Lunch Carrier,( 1 x 36pcs ),36,"  305,085 ","  54,915 ","  360,000 "," 10,000 ",PC,  0.15 ,"  54,000 ","414,000.00","  54,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Executive 4  Lunch Carrier,( 1 x 30pcs ),30,"  355,932 ","  64,068 ","  420,000 "," 14,000 ",PC,  0.15 ,"  63,000 ","483,000.00","  63,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Hot Lunch Pack 3 (PL) Lunch Carrier,( 1 x 48pcs ),48,"  345,763 ","  62,237 ","  408,000 "," 8,500 ",PC,  0.15 ,"  61,200 ","469,200.00","  61,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Marck IV  Lunch Carrier,( 1 x 36pcs ),36,"  549,153 ","  98,847 ","  648,000 "," 18,000 ",PC,  0.15 ,"  97,200 ","745,200.00","  97,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Mark II  Lunch Carrier,( 1 x 54pcs ),54,"  503,390 ","  90,610 ","  594,000 "," 11,000 ",PC,  0.15 ,"  89,100 ","683,100.00","  89,100 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Mark III  Lunch Carrier,( 1 x 40pcs ),40,"  474,576 ","  85,424 ","  560,000 "," 14,000 ",PC,  0.15 ,"  84,000 ","644,000.00","  84,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Merit 3  Lunch Carrier,( 1 x 36pcs ),36,"  289,831 ","  52,169 ","  342,000 "," 9,500 ",PC,  0.15 ,"  51,300 ","393,300.00","  51,300 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Micra 3  Lunch Carrier,( 1 x 36pcs ),36,"  366,102 ","  65,898 ","  432,000 "," 12,000 ",PC,  0.15 ,"  64,800 ","496,800.00","  64,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Micra 4  Lunch Carrier,( 1 x 30pcs ),30,"  368,644 ","  66,356 ","  435,000 "," 14,500 ",PC,  0.15 ,"  65,250 ","500,250.00","  65,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Munch-Small Lunch Carrier,( 1 x 144pcs ),144,"  488,136 ","  87,864 ","  576,000 "," 4,000 ",PC,  0.15 ,"  86,400 ","662,400.00","  86,400 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Petra 3  Lunch Carrier,( 1 x 36pcs ),36,"  549,153 ","  98,847 ","  648,000 "," 18,000 ",PC,  0.15 ,"  97,200 ","745,200.00","  97,200 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Petra 4  Lunch Carrier,( 1 x 27pcs ),27,"  572,034 ","  102,966 ","  675,000 "," 25,000 ",PC,  0.15 ,"  101,250 ","776,250.00","  101,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Qube Big Lunch Carrier,( 1 x 60pcs ),60,"  305,085 ","  54,915 ","  360,000 "," 6,000 ",PC,  0.15 ,"  54,000 ","414,000.00","  54,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Cello Qube Big Dlx  Lunch Carrier,( 1 x 60pcs ),60,"  406,780 ","  73,220 ","  480,000 "," 8,000 ",PC,  0.15 ,"  72,000 ","552,000.00","  72,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
