name,description,PCS/SET/DOZ,PRICE PER,,PRICE,PRICE ,UNIT,,,price,,,isHidden,shopId,categoryId
Super Bowl,( 1 * 20 pcs ),20,"  25,424 ","  4,576 ","  30,000 ","  1,500 ",PC,  0.15 ,"  4,500 ","34,500.00","  4,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Victory bowl - medium/big,( 1 * 30 pcs ),30,"  48,305 ","  8,695 ","  57,000 ","  1,900 ",PC,  0.15 ,"  8,550 ","65,550.00","  8,550 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Victory bowl - small,( 1 * 60 pcs ),60,"  68,644 ","  12,356 ","  81,000 ","  1,350 ",PC,  0.15 ,"  12,150 ","93,150.00","  12,150 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Frosty bowl 18/21/26,( 1 * 18 pcs ),18,"  56,441 ","  10,159 ","  66,600 ","  3,700 ",PC,  0.15 ,"  9,990 ","76,590.00","  9,990 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
FLORIDA BOWL 3PCS,( 1x12 set ),12,"  47,797 ","  8,603 ","  56,400 ","  4,700 ",SET,  0.15 ,"  8,460 ","64,860.00","  8,460 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Dot Dot Bowl,( 1x60 set ),60,"  50,847 ","  9,153 ","  60,000 ","  1,000 ",SET,  0.15 ,"  9,000 ","69,000.00","  9,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Mkeka Bowl 4pcs Set(colour),( 1x18 set ),18,"  68,644 ","  12,356 ","  81,000 ","  4,500 ",SET,  0.15 ,"  12,150 ","93,150.00","  12,150 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Round Party Bowl,( 1 * 78 pcs ),78,"  29,746 ","  5,354 ","  35,100 ",  450 ,PC,  0.15 ,"  5,265 ","40,365.00","  5,265 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Square Party Bowl,( 1 * 78 pcs ),78,"  29,746 ","  5,354 ","  35,100 ",  450 ,PC,  0.15 ,"  5,265 ","40,365.00","  5,265 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bowl 5 ,( 1 * 30 doz ),30,"  76,271 ","  13,729 ","  90,000 ","  3,000 ",DOZ,  0.15 ,"  13,500 ","103,500.00","  13,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Bowl 7 ,( 1 * 20 doz ),20,"  55,932 ","  10,068 ","  66,000 ","  3,300 ",DOZ,  0.15 ,"  9,900 ","75,900.00","  9,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby Chair,( 1 * 30 pcs ),30,"  139,831 ","  25,169 ","  165,000 ","  5,500 ",PC,  0.15 ,"  24,750 ","189,750.00","  24,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby Chair No.2,( 1 * 30 pcs ),30,"  106,780 ","  19,220 ","  126,000 ","  4,200 ",PC,  0.15 ,"  18,900 ","144,900.00","  18,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Baby Potty cum chair,( 1 * 24 pcs ),24,"  77,288 ","  13,912 ","  91,200 ","  3,800 ",PC,  0.15 ,"  13,680 ","104,880.00","  13,680 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Alpha ,( 1 * 25 pcs ),25,"  302,966 ","  54,534 ","  357,500 ","  14,300 ",PC,  0.15 ,"  53,625 ","411,125.00","  53,625 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Classic,( 1 * 25 pcs ),25,"  291,314 ","  52,436 ","  343,750 ","  13,750 ",PC,  0.15 ,"  51,563 ","395,312.50","  51,563 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Classic 2,( 1 * 25 pcs ),25,"  254,237 ","  45,763 ","  300,000 ","  12,000 ",PC,  0.15 ,"  45,000 ","345,000.00","  45,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - comfort,( 1 * 20 pcs ),20,"  474,576 ","  85,424 ","  560,000 ","  28,000 ",PC,  0.15 ,"  84,000 ","644,000.00","  84,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Diplomate,( 1 * 25 pcs ),25,"  268,008 ","  48,242 ","  316,250 ","  12,650 ",PC,  0.15 ,"  47,438 ","363,687.50","  47,438 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Durby,( 1 * 20 pcs ),20,"  270,339 ","  48,661 ","  319,000 ","  15,950 ",PC,  0.15 ,"  47,850 ","366,850.00","  47,850 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Dynamic big,( 1 * 25 pcs ),25,"  291,314 ","  52,436 ","  343,750 ","  13,750 ",PC,  0.15 ,"  51,563 ","395,312.50","  51,563 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Dynamic Small,( 1 * 25 pcs ),25,"  291,314 ","  52,436 ","  343,750 ","  13,750 ",PC,  0.15 ,"  51,563 ","395,312.50","  51,563 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Dynamic Small 2,( 1 * 25 pcs ),25,"  256,356 ","  46,144 ","  302,500 ","  12,100 ",PC,  0.15 ,"  45,375 ","347,875.00","  45,375 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Flying Eagle,( 1 * 20 pc ),20,"  248,305 ","  44,695 ","  293,000 ","  14,650 ",PC,  0.15 ,"  43,950 ","336,950.00","  43,950 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Fortune,( 1 * 25 pcs ),25,"  268,008 ","  48,242 ","  316,250 ","  12,650 ",PC,  0.15 ,"  47,438 ","363,687.50","  47,438 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Grace Of God,( 1 * 20 pcs ),20,"  265,254 ","  47,746 ","  313,000 ","  15,650 ",PC,  0.15 ,"  46,950 ","359,950.00","  46,950 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - imperial,( 1 * 20 pcs ),20,"  270,339 ","  48,661 ","  319,000 ","  15,950 ",PC,  0.15 ,"  47,850 ","366,850.00","  47,850 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Indiana,( 1 * 20 pcs ),20,"  223,729 ","  40,271 ","  264,000 ","  13,200 ",PC,  0.15 ,"  39,600 ","303,600.00","  39,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Kairo,( 1 * 20 pcs ),20,"  288,983 ","  52,017 ","  341,000 ","  17,050 ",PC,  0.15 ,"  51,150 ","392,150.00","  51,150 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - KIJANA,( 1 * 1 pc ),1,"  7,458 ","  1,342 ","  8,800 ","  8,800 ",PC,  0.15 ,"  1,320 ","10,120.00","  1,320 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - luxury,( 1 * 20 pcs ),20,"  270,339 ","  48,661 ","  319,000 ","  15,950 ",PC,  0.15 ,"  47,850 ","366,850.00","  47,850 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Luxury Old,( 1 * 20 pcs ),20,"  233,051 ","  41,949 ","  275,000 ","  13,750 ",PC,  0.15 ,"  41,250 ","316,250.00","  41,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Mermaid ,( 1 * 20 pcs ),20,"  268,644 ","  48,356 ","  317,000 ","  15,850 ",PC,  0.15 ,"  47,550 ","364,550.00","  47,550 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Mkeka Jumbo,( 1 * 20 pcs ),20,"  268,644 ","  48,356 ","  317,000 ","  15,850 ",PC,  0.15 ,"  47,550 ","364,550.00","  47,550 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Mkeka Regular,( 1 * 25 pcs ),25,"  302,966 ","  54,534 ","  357,500 ","  14,300 ",PC,  0.15 ,"  53,625 ","411,125.00","  53,625 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Mungu Mkubwa,( 1 * 25 pcs ),25,"  360,169 ","  64,831 ","  425,000 ","  17,000 ",PC,  0.15 ,"  63,750 ","488,750.00","  63,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Sofa Mkeka,( 1 * 25 pcs ),25,"  360,169 ","  64,831 ","  425,000 ","  17,000 ",PC,  0.15 ,"  63,750 ","488,750.00","  63,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Sofa Mkeka - Small,( 1 * 25 pcs ),25,"  338,983 ","  61,017 ","  400,000 ","  16,000 ",PC,  0.15 ,"  60,000 ","460,000.00","  60,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Mkeka Super Chair,( 1 * 20 pcs ),20,"  265,254 ","  47,746 ","  313,000 ","  15,650 ",PC,  0.15 ,"  46,950 ","359,950.00","  46,950 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Sofa New Supreme Mkeka,( 1 * 25 pcs ),25,"  360,169 ","  64,831 ","  425,000 ","  17,000 ",PC,  0.15 ,"  63,750 ","488,750.00","  63,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Neema Ya Mungu -Big,( 1 * 20 pcs ),20,"  265,254 ","  47,746 ","  313,000 ","  15,650 ",PC,  0.15 ,"  46,950 ","359,950.00","  46,950 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Neema Ya Mungu -Small,( 1 * 25 pcs ),25,"  291,314 ","  52,436 ","  343,750 ","  13,750 ",PC,  0.15 ,"  51,563 ","395,312.50","  51,563 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair-New majestic wide heavy duty ,( 1 * 10 pcs ),10,"  186,441 ","  33,559 ","  220,000 ","  22,000 ",PC,  0.15 ,"  33,000 ","253,000.00","  33,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - New mkeka,( 1 * 20 pcs ),20,"  308,475 ","  55,525 ","  364,000 ","  18,200 ",PC,  0.15 ,"  54,600 ","418,600.00","  54,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Ocean,( 1 * 20 pc ),20,"  248,305 ","  44,695 ","  293,000 ","  14,650 ",PC,  0.15 ,"  43,950 ","336,950.00","  43,950 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - paradise,( 1 * 20 pcs ),20,"  307,627 ","  55,373 ","  363,000 ","  18,150 ",PC,  0.15 ,"  54,450 ","417,450.00","  54,450 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Plain Big,( 1 * 20 pcs ),20,"  279,661 ","  50,339 ","  330,000 ","  16,500 ",PC,  0.15 ,"  49,500 ","379,500.00","  49,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Plain Small,( 1 * 25 pcs ),25,"  326,271 ","  58,729 ","  385,000 ","  15,400 ",PC,  0.15 ,"  57,750 ","442,750.00","  57,750 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - President,( 1 * 20 pcs ),20,"  279,661 ","  50,339 ","  330,000 ","  16,500 ",PC,  0.15 ,"  49,500 ","379,500.00","  49,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Prince,( 1 * 25 pcs ),25,"  302,966 ","  54,534 ","  357,500 ","  14,300 ",PC,  0.15 ,"  53,625 ","411,125.00","  53,625 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Regal,( 1 * 20 pcs ),20,"  270,339 ","  48,661 ","  319,000 ","  15,950 ",PC,  0.15 ,"  47,850 ","366,850.00","  47,850 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - resort,( 1 * 20 pcs ),20,"  307,627 ","  55,373 ","  363,000 ","  18,150 ",PC,  0.15 ,"  54,450 ","417,450.00","  54,450 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Resort 2,( 1 * 20 pcs ),20,"  268,644 ","  48,356 ","  317,000 ","  15,850 ",PC,  0.15 ,"  47,550 ","364,550.00","  47,550 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Rolex,( 1 * 25 pcs ),25,"  268,008 ","  48,242 ","  316,250 ","  12,650 ",PC,  0.15 ,"  47,438 ","363,687.50","  47,438 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Royal,( 1 * 25 pcs ),25,"  279,661 ","  50,339 ","  330,000 ","  13,200 ",PC,  0.15 ,"  49,500 ","379,500.00","  49,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Super Dynamic ,( 1 * 25 pcs ),25,"  302,966 ","  54,534 ","  357,500 ","  14,300 ",PC,  0.15 ,"  53,625 ","411,125.00","  53,625 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Supreme,( 1 * 20 pcs ),20,"  270,339 ","  48,661 ","  319,000 ","  15,950 ",PC,  0.15 ,"  47,850 ","366,850.00","  47,850 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Supreme mkeka 2,( 1 * 20 pc ),20,"  251,695 ","  45,305 ","  297,000 ","  14,850 ",PC,  0.15 ,"  44,550 ","341,550.00","  44,550 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair - Ultimate,( 1 * 25 pcs ),25,"  268,008 ","  48,242 ","  316,250 ","  12,650 ",PC,  0.15 ,"  47,438 ","363,687.50","  47,438 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair/Pipe - Metallo,( 1 * 6 pcs ),6,"  127,119 ","  22,881 ","  150,000 ","  25,000 ",PC,  0.15 ,"  22,500 ","172,500.00","  22,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair/pipe - Milano,( 1 * 6 pcs ),6,"  156,610 ","  28,190 ","  184,800 ","  30,800 ",PC,  0.15 ,"  27,720 ","212,520.00","  27,720 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair/pipe - Retreat,( 1 * 6 pcs ),6,"  156,610 ","  28,190 ","  184,800 ","  30,800 ",PC,  0.15 ,"  27,720 ","212,520.00","  27,720 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair/pipe - Xylo,( 1 * 6 pcs ),6,"  162,712 ","  29,288 ","  192,000 ","  32,000 ",PC,  0.15 ,"  28,800 ","220,800.00","  28,800 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair/pipe - Radial ,( 1 * 6 pcs ),6,"  162,203 ","  29,197 ","  191,400 ","  31,900 ",PC,  0.15 ,"  28,710 ","220,110.00","  28,710 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chair/pipe - Relaxo ,( 1 * 6 pcs ),6,"  162,203 ","  29,197 ","  191,400 ","  31,900 ",PC,  0.15 ,"  28,710 ","220,110.00","  28,710 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Admire,( 1 * 20 pcs ),20,"  233,051 ","  41,949 ","  275,000 ","  13,750 ",PC,  0.15 ,"  41,250 ","316,250.00","  41,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Alpine ( Nazi ),( 1 * 20 pcs ),20,"  233,051 ","  41,949 ","  275,000 ","  13,750 ",PC,  0.15 ,"  41,250 ","316,250.00","  41,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - ARMLESS Mkeka,( 1 * 1 pc ),1,"  9,534 ","  1,716 ","  11,250 ","  11,250 ",PC,  0.15 ,"  1,688 ","12,937.50","  1,688 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - ARMLESS Peacock,( 1 * 1 pc ),1,"  9,534 ","  1,716 ","  11,250 ","  11,250 ",PC,  0.15 ,"  1,688 ","12,937.50","  1,688 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - ARMLESS SLEEK,( 1 * 1 pc ),1,"  9,534 ","  1,716 ","  11,250 ","  11,250 ",PC,  0.15 ,"  1,688 ","12,937.50","  1,688 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - ARMLESS Peacock- Double Colour,( 1 * 1 pc ),1,"  10,254 ","  1,846 ","  12,100 ","  12,100 ",PC,  0.15 ,"  1,815 ","13,915.00","  1,815 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Cushion Armless,( 1 * 20 pcs ),20,"  249,153 ","  44,847 ","  294,000 ","  14,700 ",PC,  0.15 ,"  44,100 ","338,100.00","  44,100 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Melody Armless,( 1 * 20 pcs ),20,"  249,153 ","  44,847 ","  294,000 ","  14,700 ",PC,  0.15 ,"  44,100 ","338,100.00","  44,100 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Ndege Armless,( 1 * 20 pcs ),20,"  249,153 ","  44,847 ","  294,000 ","  14,700 ",PC,  0.15 ,"  44,100 ","338,100.00","  44,100 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Rainbow Armless,( 1 * 20 pcs ),20,"  296,610 ","  53,390 ","  350,000 ","  17,500 ",PC,  0.15 ,"  52,500 ","402,500.00","  52,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Tausi Armless,( 1 * 20 pcs ),20,"  313,559 ","  56,441 ","  370,000 ","  18,500 ",PC,  0.15 ,"  55,500 ","425,500.00","  55,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Elegant,( 1 * 20 pcs ),20,"  242,373 ","  43,627 ","  286,000 ","  14,300 ",PC,  0.15 ,"  42,900 ","328,900.00","  42,900 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Palms,( 1 * 20 pcs ),20,"  233,051 ","  41,949 ","  275,000 ","  13,750 ",PC,  0.15 ,"  41,250 ","316,250.00","  41,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs - Sapphire,( 1 * 25 pcs ),25,"  291,314 ","  52,436 ","  343,750 ","  13,750 ",PC,  0.15 ,"  51,563 ","395,312.50","  51,563 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-dyanasty,( 1 * 20 pcs ),20,"  223,729 ","  40,271 ","  264,000 ","  13,200 ",PC,  0.15 ,"  39,600 ","303,600.00","  39,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-TWIGA,( 1 * 20 pcs ),20,"  288,136 ","  51,864 ","  340,000 ","  17,000 ",PC,  0.15 ,"  51,000 ","391,000.00","  51,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-TWIGA Double colour,( 1 * 20 pcs ),20,"  296,610 ","  53,390 ","  350,000 ","  17,500 ",PC,  0.15 ,"  52,500 ","402,500.00","  52,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-DOLPHIN,( 1 * 20 pcs ),20,"  288,136 ","  51,864 ","  340,000 ","  17,000 ",PC,  0.15 ,"  51,000 ","391,000.00","  51,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-DOLPHIN - Double Colour,( 1 * 20 pcs ),20,"  296,610 ","  53,390 ","  350,000 ","  17,500 ",PC,  0.15 ,"  52,500 ","402,500.00","  52,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-MAGIC 1,( 1 * 20 pcs ),20,"  296,610 ","  53,390 ","  350,000 ","  17,500 ",PC,  0.15 ,"  52,500 ","402,500.00","  52,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-MAGIC 1 - Black,( 1 * 20 pcs ),20,"  305,085 ","  54,915 ","  360,000 ","  18,000 ",PC,  0.15 ,"  54,000 ","414,000.00","  54,000 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-MAGIC 2,( 1 * 20 pcs ),20,"  296,610 ","  53,390 ","  350,000 ","  17,500 ",PC,  0.15 ,"  52,500 ","402,500.00","  52,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-MAGIC 3,( 1 * 20 pcs ),20,"  296,610 ","  53,390 ","  350,000 ","  17,500 ",PC,  0.15 ,"  52,500 ","402,500.00","  52,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Chairs-viceroy(Mfalme),( 1 * 20 pcs ),20,"  223,729 ","  40,271 ","  264,000 ","  13,200 ",PC,  0.15 ,"  39,600 ","303,600.00","  39,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Counter Chair,( 1 * 1 pc ),1,"  46,610 ","  8,390 ","  55,000 ","  55,000 ",PC,  0.15 ,"  8,250 ","63,250.00","  8,250 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Doraemon baby Chair,( 1 * 30 pcs ),30,"  127,119 ","  22,881 ","  150,000 ","  5,000 ",PC,  0.15 ,"  22,500 ","172,500.00","  22,500 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
Dynamo Chair,( 1 * 20 pc ),20,"  223,729 ","  40,271 ","  264,000 ","  13,200 ",PC,  0.15 ,"  39,600 ","303,600.00","  39,600 ",#REF!,TRUE,158c6191-eb0e-4d49-8411-69e9bdd7b818,158c6191-eb0e-4d49-8411-69e9bdd7b818
